,step,agent_num,mean_q_loss,mean_exp_return
2977,1002,1,4.95681,43.252487
2978,1002,2,6.6160765,38.896103
2979,1003,0,14.765793,56.674767
2980,1003,1,15.323576,47.820873
2981,1003,2,26.25016,53.361614
2982,1004,0,8.805539,60.054234
2983,1004,1,28.423828,44.047028
2984,1004,2,27.202652,44.730545
2985,1005,0,5.80982,48.855213
2986,1005,1,11.975764,57.663662
2987,1005,2,142.56186,38.76826
2988,1006,0,12.024378,52.95445
2989,1006,1,15.717438,67.07864
2990,1006,2,4.6571584,47.907585
2991,1007,0,43.77217,44.03012
2992,1007,1,12.867996,53.872395
2993,1007,2,16.0157,56.816334
2994,1008,0,28.158947,54.925518
2995,1008,1,7.858758,51.529778
2996,1008,2,14.850121,49.48967
2997,1009,0,6.163733,51.95052
2998,1009,1,18.324387,42.149887
2999,1009,2,15.37562,44.632763
3000,1010,0,59.731934,59.621635
3001,1010,1,6.8434935,41.28676
3002,1010,2,29.64111,38.80017
3003,1011,0,13.141816,45.4407
3004,1011,1,17.030088,45.777775
3005,1011,2,25.019894,34.643448
3006,1012,0,9.107586,48.1419
3007,1012,1,44.589417,38.597816
3008,1012,2,52.175247,38.147438
3009,1013,0,13.034351,52.304996
3010,1013,1,8.608479,53.27032
3011,1013,2,11.551945,47.523624
3012,1014,0,26.002453,51.280308
3013,1014,1,31.553028,41.803806
3014,1014,2,31.679054,43.13805
3015,1015,0,15.473116,56.268982
3016,1015,1,32.572594,56.994102
3017,1015,2,32.911545,42.22865
3018,1016,0,14.57859,42.87344
3019,1016,1,49.434616,47.018555
3020,1016,2,129.78754,42.39589
3021,1017,0,60.6172,52.82699
3022,1017,1,35.773174,53.38436
3023,1017,2,27.745358,34.63611
3024,1018,0,14.489925,41.327393
3025,1018,1,13.724813,53.019897
3026,1018,2,7.2927084,47.406937
3027,1019,0,20.517975,51.929184
3028,1019,1,25.360683,46.027813
3029,1019,2,45.354004,40.754974
3030,1020,0,13.194283,58.73947
3031,1020,1,32.883736,57.17926
3032,1020,2,175.91022,43.272865
3033,1021,0,5.0992694,49.05676
3034,1021,1,8.470863,47.20525
3035,1021,2,47.53221,56.59629
3036,1022,0,43.37677,48.59792
3037,1022,1,7.3703146,52.36667
3038,1022,2,32.221336,38.25326
3039,1023,0,12.680391,45.55412
3040,1023,1,18.671062,48.071697
3041,1023,2,18.017107,30.532658
3042,1024,0,4.9517527,51.06237
3043,1024,1,4.431338,50.410526
3044,1024,2,9.324673,38.326508
3045,1025,0,6.9662633,43.767876
3046,1025,1,6.8672314,37.780872
3047,1025,2,15.72661,41.873474
3048,1026,0,6.7714415,48.176548
3049,1026,1,8.047115,44.91323
3050,1026,2,17.494774,43.828636
3051,1027,0,8.78055,59.011726
3052,1027,1,13.147255,42.59714
3053,1027,2,3.6477327,34.908638
3054,1028,0,8.529675,61.665104
3055,1028,1,5.2935805,39.38248
3056,1028,2,19.087412,57.034966
3057,1029,0,18.649675,56.39943
3058,1029,1,10.608768,43.71098
3059,1029,2,28.922194,56.027378
3060,1030,0,9.179617,55.250607
3061,1030,1,17.039854,53.02277
3062,1030,2,21.300238,48.318844
3063,1031,0,7.2798314,52.99387
3064,1031,1,7.4757676,56.64242
3065,1031,2,28.361488,52.41222
3066,1032,0,3.7973833,52.301197
3067,1032,1,3.6071494,45.94496
3068,1032,2,23.27963,47.79925
3069,1033,0,9.334219,58.850018
3070,1033,1,20.521053,47.843685
3071,1033,2,9.626627,42.443348
3072,1034,0,10.468012,55.303535
3073,1034,1,5.586549,43.697567
3074,1034,2,40.803825,56.711704
3075,1035,0,27.244045,45.926544
3076,1035,1,8.994604,48.56709
3077,1035,2,8.644101,44.091675
3078,1036,0,46.01521,48.0903
3079,1036,1,12.325467,58.133625
3080,1036,2,10.410021,64.41162
3081,1037,0,14.116496,60.5763
3082,1037,1,16.498755,41.370785
3083,1037,2,195.06955,47.8829
3084,1038,0,12.585516,57.0637
3085,1038,1,8.205477,66.87516
3086,1038,2,50.497913,56.100098
3087,1039,0,15.980381,46.740578
3088,1039,1,14.793474,46.959717
3089,1039,2,10.506781,48.485123
3090,1040,0,27.457195,44.445873
3091,1040,1,4.7964144,58.170742
3092,1040,2,17.396797,46.810837
3093,1041,0,20.412403,66.12992
3094,1041,1,7.2175646,47.469845
3095,1041,2,31.614296,37.320232
3096,1042,0,24.091106,48.176247
3097,1042,1,10.51795,45.525658
3098,1042,2,10.809688,38.560196
3099,1043,0,24.518343,55.050907
3100,1043,1,27.598803,52.509254
3101,1043,2,17.576141,31.475208
3102,1044,0,22.198738,57.148865
3103,1044,1,7.7445507,32.84505
3104,1044,2,18.2083,30.243382
3105,1045,0,12.85331,35.759296
3106,1045,1,11.716234,47.71754
3107,1045,2,42.713974,47.14175
3108,1046,0,11.411388,42.940266
3109,1046,1,36.81876,47.789345
3110,1046,2,8.3997135,35.943165
3111,1047,0,7.799368,50.911777
3112,1047,1,17.302017,38.760876
3113,1047,2,46.539894,41.39664
3114,1048,0,28.328846,49.242924
3115,1048,1,13.649586,51.182854
3116,1048,2,46.79785,48.054344
3117,1049,0,10.024124,44.810757
3118,1049,1,12.595827,60.902813
3119,1049,2,44.09651,48.11955
3120,1050,0,15.751146,56.48995
3121,1050,1,17.470459,58.361126
3122,1050,2,41.850906,39.02318
3123,1051,0,4.7895637,45.770607
3124,1051,1,19.48975,51.444855
3125,1051,2,15.179851,51.122578
3126,1052,0,8.455368,55.383034
3127,1052,1,13.326156,40.09938
3128,1052,2,8.071338,47.180573
3129,1053,0,16.681837,46.61976
3130,1053,1,9.592073,41.69614
3131,1053,2,12.248506,47.997326
3132,1054,0,46.93521,63.39391
3133,1054,1,21.740673,48.972576
3134,1054,2,9.7782,53.09599
3135,1055,0,51.01609,44.92591
3136,1055,1,12.431797,44.575836
3137,1055,2,134.67607,51.113453
3138,1056,0,21.712612,68.45391
3139,1056,1,14.526866,66.76451
3140,1056,2,35.01773,32.06699
3141,1057,0,7.993881,44.159462
3142,1057,1,12.18392,55.251953
3143,1057,2,33.6696,53.28844
3144,1058,0,6.859787,40.797424
3145,1058,1,6.129488,64.70796
3146,1058,2,23.738207,48.101536
3147,1059,0,10.102053,52.390034
3148,1059,1,7.2487597,57.810387
3149,1059,2,7.6866655,51.89114
3150,1060,0,9.721159,55.70438
3151,1060,1,10.5389,49.85
3152,1060,2,9.660203,50.193188
3153,1061,0,9.720823,50.87181
3154,1061,1,7.9389443,42.032223
3155,1061,2,26.380968,48.318134
3156,1062,0,15.429394,46.012764
3157,1062,1,30.009129,74.075485
3158,1062,2,17.186079,39.088497
3159,1063,0,10.693754,57.66733
3160,1063,1,14.077218,47.876034
3161,1063,2,13.218713,54.703697
3162,1064,0,11.5669,50.510925
3163,1064,1,4.6124873,41.16278
3164,1064,2,6.4608545,41.12933
3165,1065,0,34.182865,47.632755
3166,1065,1,40.289402,53.22812
3167,1065,2,8.563292,42.129425
3168,1066,0,14.43272,62.041164
3169,1066,1,13.160219,48.19988
3170,1066,2,22.654243,52.827705
3171,1067,0,151.21646,43.598064
3172,1067,1,39.57854,60.106915
3173,1067,2,19.664131,41.435085
3174,1068,0,9.312584,53.63511
3175,1068,1,9.3055935,51.255844
3176,1068,2,17.436817,52.764313
3177,1069,0,42.17122,55.1274
3178,1069,1,19.53702,57.11164
3179,1069,2,9.812782,42.204315
3180,1070,0,66.35615,55.940647
3181,1070,1,14.737278,52.835094
3182,1070,2,13.556253,40.48436
3183,1071,0,37.84344,43.500965
3184,1071,1,12.37524,52.55756
3185,1071,2,12.573008,41.498207
3186,1072,0,63.831257,40.640938
3187,1072,1,14.522431,57.27801
3188,1072,2,5.894255,43.644836
3189,1073,0,85.07245,49.835598
3190,1073,1,12.743465,40.79756
3191,1073,2,18.387993,52.184326
3192,1074,0,11.239725,42.637257
3193,1074,1,15.761863,50.876884
3194,1074,2,22.485985,54.942955
3195,1075,0,23.804226,47.414665
3196,1075,1,33.735966,61.702663
3197,1075,2,44.399017,44.194263
3198,1076,0,16.211884,37.758255
3199,1076,1,6.391976,53.865986
3200,1076,2,16.328922,44.136402
3201,1077,0,81.241425,41.89824
3202,1077,1,7.5680094,53.82562
3203,1077,2,7.570341,45.38655
3204,1078,0,17.114784,37.768154
3205,1078,1,17.391531,38.994053
3206,1078,2,18.43681,59.980446
3207,1079,0,208.69678,56.314087
3208,1079,1,7.3961987,47.371315
3209,1079,2,13.189711,44.965534
3210,1080,0,13.186476,67.93928
3211,1080,1,14.079237,53.242657
3212,1080,2,13.470236,36.611183
3213,1081,0,17.276886,63.584656
3214,1081,1,9.956868,37.82689
3215,1081,2,13.09202,42.38719
3216,1082,0,3.701706,57.477196
3217,1082,1,7.995209,50.811016
3218,1082,2,323.20862,58.191513
3219,1083,0,9.466023,42.88719
3220,1083,1,9.470299,41.91445
3221,1083,2,10.886509,43.58884
3222,1084,0,81.460785,53.29402
3223,1084,1,19.432327,51.034683
3224,1084,2,13.444417,55.14657
3225,1085,0,12.879048,47.735077
3226,1085,1,12.012626,49.791134
3227,1085,2,17.052109,32.699585
3228,1086,0,24.523117,46.19047
3229,1086,1,68.29805,56.538284
3230,1086,2,22.95355,48.69039
3231,1087,0,25.800724,40.910767
3232,1087,1,11.493725,45.16974
3233,1087,2,59.015316,41.315895
3234,1088,0,70.10445,48.17357
3235,1088,1,17.451841,60.931717
3236,1088,2,23.541906,47.53386
3237,1089,0,33.81347,51.399586
3238,1089,1,12.69178,61.726475
3239,1089,2,15.845625,53.22589
3240,1090,0,13.373053,45.935295
3241,1090,1,3.8774996,50.17397
3242,1090,2,41.22203,45.68798
3243,1091,0,58.963154,50.945328
3244,1091,1,10.184042,36.38682
3245,1091,2,14.375445,47.86753
3246,1092,0,32.30132,40.70795
3247,1092,1,9.633963,47.051422
3248,1092,2,10.515783,36.201347
3249,1093,0,12.045674,49.78457
3250,1093,1,7.916686,58.613945
3251,1093,2,30.45202,35.733063
3252,1094,0,15.237846,49.848083
3253,1094,1,21.57727,55.833675
3254,1094,2,12.79158,44.777397
3255,1095,0,51.651802,38.674225
3256,1095,1,6.6266813,48.308483
3257,1095,2,6.620745,42.685883
3258,1096,0,32.1834,46.100735
3259,1096,1,9.39967,54.372448
3260,1096,2,11.696567,45.95815
3261,1097,0,28.63289,57.05616
3262,1097,1,18.674517,44.058517
3263,1097,2,7.2860165,54.782455
3264,1098,0,24.68578,45.927917
3265,1098,1,7.4914856,58.237656
3266,1098,2,41.103718,39.655895
3267,1099,0,52.785217,55.88856
3268,1099,1,49.29721,55.958893
3269,1099,2,18.498695,33.804123
3270,1100,0,2.8236227,49.295948
3271,1100,1,7.5733576,41.835453
3272,1100,2,29.716858,36.156418
3273,1101,0,36.053314,66.1899
3274,1101,1,9.94519,59.76095
3275,1101,2,16.581383,54.77826
3276,1102,0,30.0411,59.492615
3277,1102,1,28.043854,49.795547
3278,1102,2,13.648766,38.103497
3279,1103,0,8.327238,52.23694
3280,1103,1,8.111853,51.413273
3281,1103,2,12.572739,47.277958
3282,1104,0,11.106272,41.80914
3283,1104,1,15.521254,44.130474
3284,1104,2,6.820569,52.038387
3285,1105,0,37.202766,35.29314
3286,1105,1,19.415691,42.58355
3287,1105,2,8.07399,49.845226
3288,1106,0,5.562957,52.04283
3289,1106,1,9.074995,43.345
3290,1106,2,17.642843,43.594955
3291,1107,0,7.926158,58.951393
3292,1107,1,15.882776,57.114265
3293,1107,2,31.202852,32.53849
3294,1108,0,16.498524,44.875813
3295,1108,1,25.961681,51.727108
3296,1108,2,107.97963,42.17556
3297,1109,0,31.172348,51.564156
3298,1109,1,29.706139,59.526005
3299,1109,2,21.929354,44.56585
3300,1110,0,20.10587,55.29131
3301,1110,1,12.338629,48.415485
3302,1110,2,9.549081,47.52944
3303,1111,0,18.42399,56.513336
3304,1111,1,11.102229,50.469395
3305,1111,2,9.214607,44.336773
3306,1112,0,8.167303,51.8255
3307,1112,1,11.657921,45.928646
3308,1112,2,50.789608,42.497684
3309,1113,0,11.008862,47.62371
3310,1113,1,14.118738,44.631924
3311,1113,2,9.216472,38.30813
3312,1114,0,8.600396,45.43457
3313,1114,1,33.33345,47.081142
3314,1114,2,8.599242,60.10751
3315,1115,0,19.89566,51.860676
3316,1115,1,14.71905,53.865044
3317,1115,2,10.614378,57.63987
3318,1116,0,18.282684,57.256046
3319,1116,1,14.236307,55.911217
3320,1116,2,10.33016,47.38014
3321,1117,0,6.777047,42.594994
3322,1117,1,31.069693,54.239983
3323,1117,2,6.375782,56.92505
3324,1118,0,13.549907,64.54645
3325,1118,1,11.549279,55.63225
3326,1118,2,33.07127,46.57889
3327,1119,0,24.166002,39.67663
3328,1119,1,14.03903,50.621044
3329,1119,2,10.232475,57.54365
3330,1120,0,11.115278,47.21347
3331,1120,1,11.72196,45.644577
3332,1120,2,73.56859,43.547394
3333,1121,0,8.408662,47.345413
3334,1121,1,18.00417,44.5842
3335,1121,2,8.883388,52.0877
3336,1122,0,11.40337,37.02706
3337,1122,1,8.303566,51.69715
3338,1122,2,17.641045,59.049595
3339,1123,0,154.48874,54.71595
3340,1123,1,15.011004,51.008453
3341,1123,2,14.591899,40.762745
3342,1124,0,11.844383,48.08864
3343,1124,1,12.349711,47.214066
3344,1124,2,11.920287,49.426144
3345,1125,0,27.818468,55.2418
3346,1125,1,13.239872,52.197887
3347,1125,2,11.033787,57.848984
3348,1126,0,14.390271,53.877617
3349,1126,1,12.020334,56.386417
3350,1126,2,9.644029,39.609146
3351,1127,0,7.0082965,42.8706
3352,1127,1,8.3437195,57.299812
3353,1127,2,55.507942,57.986774
3354,1128,0,17.064236,63.540245
3355,1128,1,23.284092,49.732414
3356,1128,2,16.721565,44.061638
3357,1129,0,58.494,53.67483
3358,1129,1,75.47798,53.33948
3359,1129,2,15.612887,40.813156
3360,1130,0,69.33852,46.3769
3361,1130,1,26.748522,54.745335
3362,1130,2,8.6101465,65.252625
3363,1131,0,16.600414,56.72161
3364,1131,1,12.864756,44.467922
3365,1131,2,26.388538,51.064476
3366,1132,0,15.456585,49.305344
3367,1132,1,10.379633,49.7119
3368,1132,2,25.973461,46.00887
3369,1133,0,15.800814,66.7193
3370,1133,1,10.728962,48.206905
3371,1133,2,16.013287,53.073887
3372,1134,0,34.959377,60.059685
3373,1134,1,6.3335304,58.372475
3374,1134,2,10.024403,41.221313
3375,1135,0,58.111023,67.441376
3376,1135,1,8.576496,44.854862
3377,1135,2,3.6899438,52.83119
3378,1136,0,14.651801,57.86336
3379,1136,1,22.080153,54.345783
3380,1136,2,13.303434,48.662537
3381,1137,0,12.771326,51.462227
3382,1137,1,6.672031,40.600174
3383,1137,2,8.90404,51.840725
3384,1138,0,35.522926,48.71004
3385,1138,1,10.819376,55.45886
3386,1138,2,26.854366,38.759983
3387,1139,0,5.3888583,55.638927
3388,1139,1,22.842724,48.621468
3389,1139,2,10.398998,37.80501
3390,1140,0,7.9395,47.828716
3391,1140,1,10.517416,55.395226
3392,1140,2,9.923096,52.637753
3393,1141,0,52.0381,53.188835
3394,1141,1,18.575033,35.95738
3395,1141,2,80.10358,56.694923
3396,1142,0,27.434113,69.39921
3397,1142,1,13.238698,50.618908
3398,1142,2,48.358006,48.473583
3399,1143,0,18.67199,44.717484
3400,1143,1,32.836826,45.093098
3401,1143,2,8.218103,46.85511
3402,1144,0,7.5559173,61.768517
3403,1144,1,9.031406,46.049034
3404,1144,2,10.353039,42.90066
3405,1145,0,29.852886,57.237324
3406,1145,1,7.8601336,54.705597
3407,1145,2,28.379898,61.41179
3408,1146,0,7.8629017,59.30278
3409,1146,1,43.328674,43.353302
3410,1146,2,19.001213,52.502632
3411,1147,0,31.744581,52.93726
3412,1147,1,13.259497,34.100697
3413,1147,2,18.302187,54.182037
3414,1148,0,52.378345,46.652172
3415,1148,1,80.84716,53.15384
3416,1148,2,19.98195,40.38399
3417,1149,0,11.596306,56.139275
3418,1149,1,34.389225,46.522087
3419,1149,2,10.802134,47.12299
3420,1150,0,15.653433,36.60634
3421,1150,1,18.522284,54.684113
3422,1150,2,23.457047,40.783356
3423,1151,0,48.38235,52.872154
3424,1151,1,13.244959,48.46866
3425,1151,2,11.19124,39.233883
3426,1152,0,6.7146735,49.174797
3427,1152,1,8.014806,36.305927
3428,1152,2,55.092537,34.28414
3429,1153,0,11.861417,59.965485
3430,1153,1,24.462563,69.82429
3431,1153,2,6.3819327,50.508564
3432,1154,0,10.30533,57.48949
3433,1154,1,9.798728,59.17867
3434,1154,2,24.49083,39.49009
3435,1155,0,26.171337,42.58126
3436,1155,1,9.288633,38.74401
3437,1155,2,62.02595,50.70264
3438,1156,0,21.793308,61.508133
3439,1156,1,25.630009,51.28242
3440,1156,2,15.699233,41.510788
3441,1157,0,7.5187206,59.414223
3442,1157,1,18.16015,65.05926
3443,1157,2,16.379566,61.84239
3444,1158,0,50.416042,45.93946
3445,1158,1,16.528275,41.51451
3446,1158,2,6.9414616,41.219795
3447,1159,0,44.962036,62.733665
3448,1159,1,34.57325,51.528984
3449,1159,2,8.871724,53.569004
3450,1160,0,10.57111,63.732
3451,1160,1,14.023186,61.12349
3452,1160,2,10.944837,62.54121
3453,1161,0,10.527977,43.48315
3454,1161,1,5.220612,51.97209
3455,1161,2,4.652602,58.773064
3456,1162,0,13.762407,47.03487
3457,1162,1,10.272298,54.832592
3458,1162,2,8.433675,43.918304
3459,1163,0,108.04831,75.625046
3460,1163,1,13.200558,57.87581
3461,1163,2,5.0144763,58.83755
3462,1164,0,45.204067,58.422184
3463,1164,1,3.73741,39.698624
3464,1164,2,10.287833,51.096016
3465,1165,0,8.063789,45.28572
3466,1165,1,28.826834,44.98708
3467,1165,2,7.1264606,50.455784
3468,1166,0,10.37829,54.99269
3469,1166,1,10.735318,58.341885
3470,1166,2,14.610689,37.73017
3471,1167,0,28.255085,57.697384
3472,1167,1,29.6248,35.134796
3473,1167,2,21.978853,42.215847
3474,1168,0,41.74368,44.889057
3475,1168,1,15.76474,50.955303
3476,1168,2,18.390938,49.03769
3477,1169,0,18.817675,40.43296
3478,1169,1,10.124178,47.729122
3479,1169,2,22.344564,36.947308
3480,1170,0,6.805391,58.131344
3481,1170,1,6.168731,36.715435
3482,1170,2,17.51002,41.577038
3483,1171,0,108.79625,49.457207
3484,1171,1,17.60128,30.652086
3485,1171,2,10.986399,48.345463
3486,1172,0,26.785007,44.5293
3487,1172,1,53.884468,49.708313
3488,1172,2,59.92233,53.08965
3489,1173,0,7.550916,43.880245
3490,1173,1,7.634012,54.013916
3491,1173,2,8.645954,56.298466
3492,1174,0,5.9295774,63.201782
3493,1174,1,39.360016,58.568825
3494,1174,2,63.6312,55.63705
3495,1175,0,49.18714,49.27708
3496,1175,1,20.886808,38.802326
3497,1175,2,19.563175,45.070755
3498,1176,0,24.297071,51.90494
3499,1176,1,47.005383,55.10461
3500,1176,2,32.891136,62.865135
3501,1177,0,17.511703,41.948807
3502,1177,1,25.129354,44.475624
3503,1177,2,10.621725,51.701477
3504,1178,0,10.83207,37.9386
3505,1178,1,13.376687,64.419174
3506,1178,2,11.442446,41.58394
3507,1179,0,11.018662,57.31745
3508,1179,1,12.566623,60.598633
3509,1179,2,15.935933,46.051117
3510,1180,0,14.709118,41.64039
3511,1180,1,9.93301,46.904915
3512,1180,2,11.475422,37.840458
3513,1181,0,6.5840664,61.40734
3514,1181,1,6.383465,56.664944
3515,1181,2,6.724166,51.6011
3516,1182,0,6.5296135,54.96419
3517,1182,1,9.498787,56.187023
3518,1182,2,9.342344,41.76069
3519,1183,0,22.80143,49.361084
3520,1183,1,7.6587915,52.761513
3521,1183,2,27.04544,45.07155
3522,1184,0,15.474116,50.55841
3523,1184,1,15.117702,51.57258
3524,1184,2,9.455844,50.507927
3525,1185,0,8.07181,48.209675
3526,1185,1,10.812184,45.810112
3527,1185,2,7.288984,47.762714
3528,1186,0,15.169395,50.362457
3529,1186,1,91.39299,50.012207
3530,1186,2,27.616905,56.610935
3531,1187,0,13.061947,67.03525
3532,1187,1,12.320377,37.636475
3533,1187,2,75.100525,39.250565
3534,1188,0,33.20146,59.5871
3535,1188,1,13.55545,45.402233
3536,1188,2,9.5589485,47.51666
3537,1189,0,3.9472039,48.022987
3538,1189,1,20.770872,40.178806
3539,1189,2,4.632629,48.72255
3540,1190,0,3.8645945,55.304756
3541,1190,1,8.268916,47.959198
3542,1190,2,8.725442,34.810493
3543,1191,0,13.82975,69.39381
3544,1191,1,31.081356,60.35272
3545,1191,2,14.424209,46.23698
3546,1192,0,45.78024,41.114357
3547,1192,1,8.619045,60.079765
3548,1192,2,14.659056,39.57101
3549,1193,0,18.9197,67.17708
3550,1193,1,7.5462756,48.709225
3551,1193,2,7.572661,55.53973
3552,1194,0,12.130739,49.46849
3553,1194,1,24.373386,49.243248
3554,1194,2,16.561546,58.92531
3555,1195,0,112.83133,43.462864
3556,1195,1,10.74874,44.33262
3557,1195,2,12.624461,47.138348
3558,1196,0,52.859276,48.97138
3559,1196,1,5.895894,48.612038
3560,1196,2,6.082777,49.833477
3561,1197,0,30.758343,60.85783
3562,1197,1,38.358192,51.387947
3563,1197,2,19.28146,53.970722
3564,1198,0,8.049426,51.833454
3565,1198,1,24.674866,58.043884
3566,1198,2,36.455894,52.742596
3567,1199,0,12.494703,35.335648
3568,1199,1,242.61536,49.45841
3569,1199,2,9.9812565,57.51241
3570,1200,0,4.139587,56.611362
3571,1200,1,6.5527034,59.350708
3572,1200,2,4.2901826,53.871376
3573,1201,0,11.04199,55.472775
3574,1201,1,6.9805784,63.02504
3575,1201,2,8.34569,55.080967
3576,1202,0,3.4813657,61.17779
3577,1202,1,3.6848137,63.939075
3578,1202,2,3.9637637,45.61693
3579,1203,0,13.104875,41.04247
3580,1203,1,13.861079,49.73859
3581,1203,2,15.334181,52.12568
3582,1204,0,11.218618,55.63114
3583,1204,1,38.620224,52.98759
3584,1204,2,8.075914,58.82605
3585,1205,0,8.980831,65.055824
3586,1205,1,8.734617,46.48951
3587,1205,2,9.059677,61.30385
3588,1206,0,37.81105,41.091774
3589,1206,1,60.109222,49.491627
3590,1206,2,8.132597,48.042156
3591,1207,0,48.512405,67.52001
3592,1207,1,18.048185,49.719254
3593,1207,2,11.483204,55.098095
3594,1208,0,23.552996,59.310905
3595,1208,1,7.9542685,55.17627
3596,1208,2,15.382051,51.728657
3597,1209,0,24.437168,48.999683
3598,1209,1,7.235524,48.876114
3599,1209,2,42.659367,50.958122
3600,1210,0,12.749296,56.342136
3601,1210,1,19.70816,44.928448
3602,1210,2,19.749504,48.41654
3603,1211,0,7.504816,47.26271
3604,1211,1,131.95377,51.68041
3605,1211,2,8.963644,58.809765
3606,1212,0,8.609665,58.657776
3607,1212,1,12.802622,50.72937
3608,1212,2,8.409346,61.267464
3609,1213,0,3.9787784,66.75781
3610,1213,1,3.947885,55.019936
3611,1213,2,14.371351,51.384594
3612,1214,0,15.290076,54.361763
3613,1214,1,26.157562,45.325935
3614,1214,2,12.646688,43.210068
3615,1215,0,12.74806,59.868237
3616,1215,1,5.954629,48.130013
3617,1215,2,5.716202,61.87547
3618,1216,0,69.01519,66.65966
3619,1216,1,13.638179,48.55899
3620,1216,2,25.852612,52.64606
3621,1217,0,25.507671,62.574894
3622,1217,1,32.72856,65.37037
3623,1217,2,2.8809423,40.88214
3624,1218,0,62.038242,60.94682
3625,1218,1,68.846085,55.7568
3626,1218,2,10.864083,48.231567
3627,1219,0,9.21541,56.46911
3628,1219,1,32.56816,54.303493
3629,1219,2,9.280951,50.159145
3630,1220,0,16.54338,65.29293
3631,1220,1,8.46287,44.43405
3632,1220,2,16.34856,48.760403
3633,1221,0,11.297879,59.96045
3634,1221,1,6.9682093,50.458492
3635,1221,2,5.359139,53.654743
3636,1222,0,8.005318,47.7343
3637,1222,1,289.18988,36.837482
3638,1222,2,6.052501,45.685734
3639,1223,0,33.299282,60.761936
3640,1223,1,11.575504,51.023125
3641,1223,2,10.881646,57.702076
3642,1224,0,9.598335,51.528774
3643,1224,1,2.2055292,57.506355
3644,1224,2,2.2240078,56.28095
3645,1225,0,15.064455,59.211647
3646,1225,1,10.152834,52.14046
3647,1225,2,11.960365,58.63026
3648,1226,0,9.809173,53.35715
3649,1226,1,15.861004,40.11927
3650,1226,2,53.771038,40.64704
3651,1227,0,8.032345,56.432377
3652,1227,1,4.794743,63.027096
3653,1227,2,5.003063,46.340694
3654,1228,0,9.622085,57.555225
3655,1228,1,37.23001,72.168495
3656,1228,2,18.35142,44.217613
3657,1229,0,12.981139,50.07018
3658,1229,1,17.089617,49.904755
3659,1229,2,7.3984523,54.311096
3660,1230,0,52.005413,40.3561
3661,1230,1,12.286524,51.826515
3662,1230,2,6.9657884,44.44433
3663,1231,0,17.469307,56.3401
3664,1231,1,31.78681,73.85393
3665,1231,2,14.775238,44.67341
3666,1232,0,11.914317,36.20159
3667,1232,1,45.273506,52.795498
3668,1232,2,15.976555,54.80889
3669,1233,0,16.322693,52.937996
3670,1233,1,9.327021,58.954357
3671,1233,2,17.10104,45.819725
3672,1234,0,9.731431,50.048847
3673,1234,1,59.077724,53.754684
3674,1234,2,16.316181,54.78568
3675,1235,0,9.833963,61.60608
3676,1235,1,10.170658,45.3269
3677,1235,2,13.17775,49.654877
3678,1236,0,13.740601,59.14123
3679,1236,1,9.962935,46.8354
3680,1236,2,16.117317,57.408546
3681,1237,0,29.871508,66.249374
3682,1237,1,18.95491,47.55882
3683,1237,2,9.918837,42.46961
3684,1238,0,13.855322,72.71528
3685,1238,1,21.868725,50.921574
3686,1238,2,15.757808,59.675236
3687,1239,0,26.755585,63.726986
3688,1239,1,8.948355,53.984283
3689,1239,2,11.373828,44.71832
3690,1240,0,12.246401,64.22072
3691,1240,1,10.701128,52.150906
3692,1240,2,36.056747,41.50951
3693,1241,0,9.395245,48.325638
3694,1241,1,20.32765,50.463013
3695,1241,2,13.073895,49.260704
3696,1242,0,19.398285,67.6362
3697,1242,1,15.2004385,60.19092
3698,1242,2,7.4599733,55.91994
3699,1243,0,15.199295,67.79712
3700,1243,1,81.89792,61.996944
3701,1243,2,19.919321,60.191254
3702,1244,0,27.402372,48.27562
3703,1244,1,44.295654,48.864254
3704,1244,2,6.394064,49.66546
3705,1245,0,7.4684916,43.795784
3706,1245,1,36.382446,63.1322
3707,1245,2,9.398484,43.75704
3708,1246,0,27.1689,55.85976
3709,1246,1,96.22194,46.209206
3710,1246,2,19.13847,55.660072
3711,1247,0,18.661695,52.296062
3712,1247,1,5.3504505,46.61855
3713,1247,2,13.633657,50.358585
3714,1248,0,8.887864,44.861557
3715,1248,1,19.758919,41.574562
3716,1248,2,7.7816973,47.749046
3717,1249,0,5.073356,48.685326
3718,1249,1,107.84796,48.938347
3719,1249,2,16.429243,41.596687
3720,1250,0,7.9333916,70.708534
3721,1250,1,8.125985,53.428318
3722,1250,2,14.044884,40.328297
3723,1251,0,9.334912,61.303406
3724,1251,1,11.646209,52.20167
3725,1251,2,5.2659826,53.32595
3726,1252,0,8.147455,66.28699
3727,1252,1,78.004974,40.33126
3728,1252,2,11.10268,38.55783
3729,1253,0,9.338724,73.59759
3730,1253,1,22.49338,56.03509
3731,1253,2,8.770695,57.80088
3732,1254,0,16.961058,51.83542
3733,1254,1,10.222637,62.16841
3734,1254,2,10.65707,41.337193
3735,1255,0,13.833423,64.341934
3736,1255,1,14.711128,54.38838
3737,1255,2,5.8257732,64.28017
3738,1256,0,7.7509694,64.206406
3739,1256,1,31.894163,54.488533
3740,1256,2,33.38375,47.85622
3741,1257,0,10.705459,64.511215
3742,1257,1,22.857542,57.696762
3743,1257,2,11.363908,52.892467
3744,1258,0,8.6968155,54.668705
3745,1258,1,8.59448,48.54414
3746,1258,2,21.678814,54.335236
3747,1259,0,6.6263084,62.20194
3748,1259,1,63.948555,46.562965
