,step,agent_num,mean_q_loss,mean_exp_return
12903,4311,0,28.697159,103.070595
12904,4311,1,9.247438,111.21783
12905,4311,2,11.513181,123.986855
12906,4312,0,20.951094,113.704704
12907,4312,1,9.148111,112.75855
12908,4312,2,10.3420105,116.30006
12909,4313,0,12.333881,106.17015
12910,4313,1,13.707804,105.90256
12911,4313,2,39.086113,134.97418
12912,4314,0,23.706728,125.12534
12913,4314,1,13.388367,109.38596
12914,4314,2,43.757538,120.937965
12915,4315,0,49.45069,133.7437
12916,4315,1,11.342634,114.80325
12917,4315,2,30.278051,128.43872
12918,4316,0,14.620102,114.107895
12919,4316,1,18.813698,116.460014
12920,4316,2,52.71625,127.722374
12921,4317,0,10.167685,133.14047
12922,4317,1,11.71785,144.05878
12923,4317,2,10.218739,151.82088
12924,4318,0,47.82281,100.94709
12925,4318,1,7.450839,109.75985
12926,4318,2,36.816463,78.344055
12927,4319,0,142.0101,103.77428
12928,4319,1,24.356544,110.23534
12929,4319,2,5.956641,115.851006
12930,4320,0,13.814955,134.48161
12931,4320,1,8.45292,90.98266
12932,4320,2,11.658442,87.42813
12933,4321,0,9.180868,116.99145
12934,4321,1,20.709583,102.425446
12935,4321,2,63.891228,91.83563
12936,4322,0,68.46307,128.98453
12937,4322,1,21.505882,160.07077
12938,4322,2,91.177055,110.23823
12939,4323,0,11.968144,114.27062
12940,4323,1,15.4384985,132.21439
12941,4323,2,17.217083,92.421265
12942,4324,0,58.55937,115.905525
12943,4324,1,7.2166796,114.02811
12944,4324,2,15.832617,110.37523
12945,4325,0,7.108705,114.900055
12946,4325,1,14.0075,98.77898
12947,4325,2,15.164988,94.61345
12948,4326,0,27.57177,114.47316
12949,4326,1,6.7763853,120.926544
12950,4326,2,18.204924,138.68733
12951,4327,0,18.546934,128.52803
12952,4327,1,8.239134,96.958435
12953,4327,2,12.907858,117.88865
12954,4328,0,317.8554,146.61485
12955,4328,1,12.774727,97.85932
12956,4328,2,11.220316,122.50369
12957,4329,0,10.515877,100.5849
12958,4329,1,20.938377,94.7475
12959,4329,2,18.838453,97.25369
12960,4330,0,35.358715,115.91161
12961,4330,1,61.373444,121.35785
12962,4330,2,19.46645,84.39604
12963,4331,0,13.608223,106.52134
12964,4331,1,18.173237,117.016914
12965,4331,2,16.822498,95.170845
12966,4332,0,21.485302,133.60997
12967,4332,1,24.42127,109.391525
12968,4332,2,34.026676,79.94277
12969,4333,0,24.035622,147.07123
12970,4333,1,31.801449,118.20566
12971,4333,2,14.057724,107.37136
12972,4334,0,9.608956,105.015205
12973,4334,1,10.5358715,107.32149
12974,4334,2,207.07755,111.37765
12975,4335,0,13.814074,116.66919
12976,4335,1,7.2060094,154.79543
12977,4335,2,25.575043,116.15362
12978,4336,0,13.024017,142.76112
12979,4336,1,8.7045355,104.07972
12980,4336,2,39.124847,108.11716
12981,4337,0,4.2317433,111.616646
12982,4337,1,9.863876,110.01467
12983,4337,2,4.1839466,95.50836
12984,4338,0,27.189919,128.09698
12985,4338,1,61.937714,114.53884
12986,4338,2,13.453423,125.6522
12987,4339,0,11.296002,76.82994
12988,4339,1,20.268488,124.4006
12989,4339,2,19.75737,138.39937
12990,4340,0,6.7919197,104.17899
12991,4340,1,17.44088,85.793945
12992,4340,2,8.02763,110.9735
12993,4341,0,8.425159,123.729965
12994,4341,1,14.257301,119.291794
12995,4341,2,98.922455,134.04063
12996,4342,0,12.854862,125.10049
12997,4342,1,8.599336,78.101166
12998,4342,2,15.236515,97.34302
12999,4343,0,53.389088,119.63627
13000,4343,1,9.334652,99.968
13001,4343,2,12.471772,94.540184
13002,4344,0,10.248368,147.37672
13003,4344,1,7.5779223,118.99521
13004,4344,2,7.517566,96.77104
13005,4345,0,45.596085,149.0814
13006,4345,1,24.825449,113.536026
13007,4345,2,55.786545,102.41808
13008,4346,0,9.992271,99.469925
13009,4346,1,29.781387,120.29654
13010,4346,2,9.911516,98.16818
13011,4347,0,59.447266,126.03401
13012,4347,1,25.88779,144.26611
13013,4347,2,8.481897,107.87783
13014,4348,0,36.590393,130.92024
13015,4348,1,11.092581,145.31554
13016,4348,2,60.48259,118.52523
13017,4349,0,96.13107,127.279686
13018,4349,1,30.996147,104.63861
13019,4349,2,12.465801,133.18091
13020,4350,0,12.552492,112.83648
13021,4350,1,10.181356,127.07205
13022,4350,2,111.88284,94.70461
13023,4351,0,7.210249,132.33545
13024,4351,1,18.552387,115.540886
13025,4351,2,10.783406,116.378105
13026,4352,0,7.6144423,119.61477
13027,4352,1,14.228922,123.92014
13028,4352,2,11.012104,82.36129
13029,4353,0,130.83762,113.66445
13030,4353,1,7.6826596,133.26657
13031,4353,2,11.032875,102.65604
13032,4354,0,99.26727,125.28388
13033,4354,1,14.283933,111.3696
13034,4354,2,18.239239,101.59937
13035,4355,0,7.2658124,109.41874
13036,4355,1,34.636463,116.45163
13037,4355,2,12.505951,99.6635
13038,4356,0,10.469238,140.38634
13039,4356,1,21.535248,110.557915
13040,4356,2,15.68846,124.068474
13041,4357,0,65.444305,97.61142
13042,4357,1,36.960632,132.25905
13043,4357,2,9.336306,132.15227
13044,4358,0,129.67029,124.5212
13045,4358,1,56.42338,116.13177
13046,4358,2,9.822432,124.67861
13047,4359,0,12.052786,142.77528
13048,4359,1,15.613268,76.22418
13049,4359,2,56.980564,144.85397
13050,4360,0,42.53021,134.49332
13051,4360,1,9.590727,97.5547
13052,4360,2,60.49642,119.95276
13053,4361,0,7.9012218,125.56468
13054,4361,1,9.541751,108.04616
13055,4361,2,5.8225584,92.86086
13056,4362,0,11.983801,129.63342
13057,4362,1,14.724561,81.11313
13058,4362,2,8.799513,107.63336
13059,4363,0,29.809908,119.1626
13060,4363,1,24.50189,104.18628
13061,4363,2,23.97475,100.03623
13062,4364,0,7.2799006,100.57287
13063,4364,1,11.262035,92.51593
13064,4364,2,5.6495633,75.31089
13065,4365,0,27.53056,139.15752
13066,4365,1,14.540325,124.41188
13067,4365,2,20.272442,59.15045
13068,4366,0,10.024042,125.955124
13069,4366,1,15.498571,118.92475
13070,4366,2,9.557447,93.70651
13071,4367,0,27.872208,118.937706
13072,4367,1,44.139038,98.90581
13073,4367,2,12.212702,134.14964
13074,4368,0,42.906494,113.07212
13075,4368,1,4.9474897,110.20549
13076,4368,2,40.508797,169.03539
13077,4369,0,21.406712,162.94145
13078,4369,1,15.638302,104.25257
13079,4369,2,79.58389,101.09102
13080,4370,0,61.07858,96.076614
13081,4370,1,12.341534,124.06817
13082,4370,2,14.254644,90.25581
13083,4371,0,8.185083,139.53523
13084,4371,1,15.614715,107.958694
13085,4371,2,8.828763,110.73375
13086,4372,0,19.515476,118.5428
13087,4372,1,24.542252,125.771324
13088,4372,2,22.950169,130.12656
13089,4373,0,40.717216,110.30432
13090,4373,1,35.00003,141.77225
13091,4373,2,31.28312,82.83265
13092,4374,0,5.948312,100.81069
13093,4374,1,9.17346,106.760284
13094,4374,2,15.814671,103.75535
13095,4375,0,32.054947,92.95886
13096,4375,1,13.587904,113.27657
13097,4375,2,24.139404,71.97519
13098,4376,0,12.98647,135.65489
13099,4376,1,13.3383465,101.11142
13100,4376,2,17.657837,124.0022
13101,4377,0,8.285082,113.3535
13102,4377,1,32.749985,118.84901
13103,4377,2,8.782395,118.591156
13104,4378,0,176.86636,163.58112
13105,4378,1,5.8782215,107.517525
13106,4378,2,5.606902,113.01716
13107,4379,0,48.786774,132.15894
13108,4379,1,27.164726,103.28453
13109,4379,2,16.082619,75.68779
13110,4380,0,9.4920025,113.46668
13111,4380,1,8.141035,122.45078
13112,4380,2,27.195356,129.84369
13113,4381,0,8.553471,143.26953
13114,4381,1,19.548426,148.77101
13115,4381,2,11.123252,113.71782
13116,4382,0,44.84771,140.48283
13117,4382,1,10.669271,107.08195
13118,4382,2,41.050995,88.54002
13119,4383,0,15.104325,120.8259
13120,4383,1,10.119867,126.76116
13121,4383,2,51.76334,84.14671
13122,4384,0,16.810982,136.5862
13123,4384,1,5.7973146,134.72212
13124,4384,2,18.80991,95.88936
13125,4385,0,24.214878,132.64653
13126,4385,1,22.097614,94.54601
13127,4385,2,8.531136,118.27002
13128,4386,0,12.118675,125.89679
13129,4386,1,15.863842,72.72813
13130,4386,2,13.216117,109.06045
13131,4387,0,14.262031,137.42673
13132,4387,1,11.522543,119.739944
13133,4387,2,60.075943,117.63837
13134,4388,0,13.942243,144.8108
13135,4388,1,32.56951,110.73367
13136,4388,2,28.29847,124.55969
13137,4389,0,390.36,137.82053
13138,4389,1,7.7276382,117.53669
13139,4389,2,17.237179,76.10887
13140,4390,0,16.358976,114.051285
13141,4390,1,20.2645,107.604416
13142,4390,2,8.291107,111.01205
13143,4391,0,8.607899,147.10278
13144,4391,1,47.56633,111.479485
13145,4391,2,12.434478,108.69902
13146,4392,0,14.876835,105.60728
13147,4392,1,11.053022,98.0578
13148,4392,2,12.635446,111.19802
13149,4393,0,16.754963,156.97127
13150,4393,1,13.16979,126.68342
13151,4393,2,75.944916,103.55926
13152,4394,0,9.789501,120.84177
13153,4394,1,9.683813,127.48684
13154,4394,2,29.526272,117.83959
13155,4395,0,8.787519,128.13852
13156,4395,1,16.251371,103.85667
13157,4395,2,9.436512,111.33891
13158,4396,0,15.33017,125.63039
13159,4396,1,27.49938,124.562225
13160,4396,2,7.510526,120.22389
13161,4397,0,23.534256,104.714584
13162,4397,1,7.3526564,121.578766
13163,4397,2,7.0737996,147.48055
13164,4398,0,10.017443,145.88426
13165,4398,1,10.316084,107.21187
13166,4398,2,8.2225685,109.12423
13167,4399,0,14.495291,137.51805
13168,4399,1,11.540399,119.39054
13169,4399,2,21.971968,92.27697
13170,4400,0,11.402327,130.33044
13171,4400,1,15.33003,112.72794
13172,4400,2,78.4425,96.29559
13173,4401,0,33.250298,119.13722
13174,4401,1,13.979616,108.42192
13175,4401,2,13.579815,103.714966
13176,4402,0,21.760681,118.9261
13177,4402,1,14.116652,126.756805
13178,4402,2,33.077736,114.02176
13179,4403,0,23.839743,120.61786
13180,4403,1,13.696668,99.745636
13181,4403,2,13.315184,132.61443
13182,4404,0,31.569117,123.868515
13183,4404,1,23.271257,124.267586
13184,4404,2,23.130436,100.53582
13185,4405,0,15.415887,150.97485
13186,4405,1,45.913742,120.185196
13187,4405,2,9.585009,117.50988
13188,4406,0,16.59623,150.05653
13189,4406,1,11.349552,105.70801
13190,4406,2,6.794903,91.259796
13191,4407,0,37.396797,145.67711
13192,4407,1,14.61919,116.381676
13193,4407,2,24.493809,103.64515
13194,4408,0,22.020405,124.10013
13195,4408,1,8.974726,117.171196
13196,4408,2,7.0446625,137.63159
13197,4409,0,12.637128,137.42876
13198,4409,1,11.410421,86.56854
13199,4409,2,11.074585,118.38384
13200,4410,0,79.90964,169.3389
13201,4410,1,33.681362,118.01676
13202,4410,2,115.66182,123.84774
13203,4411,0,9.743746,152.47679
13204,4411,1,9.79054,122.015236
13205,4411,2,24.244995,128.28468
13206,4412,0,10.270416,97.42288
13207,4412,1,10.561228,128.87119
13208,4412,2,38.54344,128.76497
13209,4413,0,28.504381,114.56318
13210,4413,1,25.04536,119.839554
13211,4413,2,14.70082,129.56258
13212,4414,0,12.847033,116.09384
13213,4414,1,17.24319,91.97751
13214,4414,2,33.028572,92.87734
13215,4415,0,7.750763,133.47786
13216,4415,1,8.356089,131.86853
13217,4415,2,22.733322,104.0281
13218,4416,0,24.074741,139.38072
13219,4416,1,7.8984327,87.433334
13220,4416,2,185.00565,103.4735
13221,4417,0,39.25849,165.55487
13222,4417,1,13.171873,100.64069
13223,4417,2,6.9074135,119.58086
13224,4418,0,9.807264,135.04225
13225,4418,1,9.905733,109.57199
13226,4418,2,21.152077,102.763336
13227,4419,0,11.232939,112.56687
13228,4419,1,8.583025,102.97201
13229,4419,2,32.111206,90.29608
13230,4420,0,19.801613,120.08059
13231,4420,1,12.175261,91.6321
13232,4420,2,7.471813,84.64802
13233,4421,0,81.856125,115.17209
13234,4421,1,84.42629,99.619835
13235,4421,2,10.162437,110.30253
13236,4422,0,107.61026,147.99312
13237,4422,1,5.8501067,82.91258
13238,4422,2,24.79805,102.02565
13239,4423,0,37.199585,122.93914
13240,4423,1,10.063906,124.90645
13241,4423,2,39.417686,92.106674
13242,4424,0,37.422905,127.9596
13243,4424,1,37.856945,125.73583
13244,4424,2,11.229404,152.6538
13245,4425,0,139.29077,131.49109
13246,4425,1,10.440638,126.53633
13247,4425,2,9.293473,122.692535
13248,4426,0,17.175953,123.46339
13249,4426,1,10.058182,89.14561
13250,4426,2,9.654611,94.75712
13251,4427,0,18.900398,151.9368
13252,4427,1,13.284352,140.76523
13253,4427,2,30.449005,97.87583
13254,4428,0,25.453941,146.83191
13255,4428,1,29.650686,103.27191
13256,4428,2,11.45974,123.70707
13257,4429,0,14.740202,133.43964
13258,4429,1,14.858331,119.49282
13259,4429,2,40.260616,91.77617
13260,4430,0,36.63254,101.414795
13261,4430,1,12.520914,127.774445
13262,4430,2,51.34905,121.605125
13263,4431,0,9.640827,138.56665
13264,4431,1,8.899964,108.13024
13265,4431,2,18.790638,97.27598
13266,4432,0,8.944852,146.00804
13267,4432,1,11.849894,97.6324
13268,4432,2,15.236031,81.181244
13269,4433,0,16.875797,134.88132
13270,4433,1,23.138838,99.933426
13271,4433,2,13.220896,118.76259
13272,4434,0,10.781715,124.79359
13273,4434,1,12.395529,98.03134
13274,4434,2,11.451206,84.485466
13275,4435,0,14.162051,118.84831
13276,4435,1,25.489197,116.83002
13277,4435,2,43.487167,107.53661
13278,4436,0,18.832321,119.48802
13279,4436,1,9.840101,107.53903
13280,4436,2,4.354009,105.201675
13281,4437,0,11.570562,138.43735
13282,4437,1,26.799097,99.61618
13283,4437,2,16.55436,90.19312
13284,4438,0,31.09996,113.551636
13285,4438,1,6.953998,99.264694
13286,4438,2,7.905877,133.40771
13287,4439,0,10.301018,132.05403
13288,4439,1,24.223894,121.58447
13289,4439,2,12.722658,105.44122
13290,4440,0,16.921694,104.78978
13291,4440,1,17.796228,117.14496
13292,4440,2,9.398795,130.47603
13293,4441,0,20.857315,107.85831
13294,4441,1,15.0846405,129.55482
13295,4441,2,14.346145,114.90135
13296,4442,0,18.239239,118.39107
13297,4442,1,8.639935,98.052925
13298,4442,2,10.457736,130.55031
13299,4443,0,19.91993,167.03784
13300,4443,1,29.96901,110.933975
13301,4443,2,34.056335,124.94591
13302,4444,0,11.384231,114.6291
13303,4444,1,16.91518,133.79733
13304,4444,2,10.57137,117.47583
13305,4445,0,18.093132,113.8499
13306,4445,1,26.819937,108.36329
13307,4445,2,16.604893,98.90596
13308,4446,0,93.431274,125.39754
13309,4446,1,20.092964,124.71212
13310,4446,2,41.320976,114.143585
13311,4447,0,7.85913,119.97487
13312,4447,1,100.080795,125.96927
13313,4447,2,11.092081,127.12153
13314,4448,0,29.130182,141.49081
13315,4448,1,72.28932,112.98278
13316,4448,2,9.37244,147.27872
13317,4449,0,8.416956,150.97491
13318,4449,1,24.644054,95.306366
13319,4449,2,7.887392,141.66652
13320,4450,0,106.26541,86.74507
13321,4450,1,8.915227,88.39432
13322,4450,2,11.585969,94.73477
13323,4451,0,48.84191,141.26874
13324,4451,1,42.286144,104.51286
13325,4451,2,20.25927,144.46658
13326,4452,0,6.12253,143.1576
13327,4452,1,21.680588,105.30631
13328,4452,2,21.003925,124.117165
13329,4453,0,31.837923,159.66754
13330,4453,1,69.020386,105.655716
13331,4453,2,10.356127,134.62758
13332,4454,0,14.116169,113.90532
13333,4454,1,18.635372,86.23841
13334,4454,2,13.184387,124.779564
13335,4455,0,31.894112,115.37915
13336,4455,1,14.720945,111.29883
13337,4455,2,12.130611,134.15141
13338,4456,0,6.2894354,109.74203
13339,4456,1,38.62771,101.71521
13340,4456,2,6.9404745,99.431496
13341,4457,0,10.007563,148.5563
13342,4457,1,53.15237,102.13454
13343,4457,2,14.562089,57.089058
13344,4458,0,23.618128,104.625206
13345,4458,1,13.267828,110.69119
13346,4458,2,9.863674,127.22957
13347,4459,0,24.829649,124.75429
13348,4459,1,81.97986,95.88127
13349,4459,2,18.113686,107.227234
13350,4460,0,42.971016,120.00069
13351,4460,1,9.275267,86.00055
13352,4460,2,11.504156,106.495575
13353,4461,0,9.057867,134.74129
13354,4461,1,18.826733,114.49232
13355,4461,2,15.33366,117.87485
13356,4462,0,59.7041,141.38306
13357,4462,1,16.72165,108.81788
13358,4462,2,16.538761,109.25232
13359,4463,0,3.451314,151.28833
13360,4463,1,35.86438,131.74635
13361,4463,2,106.94959,81.41922
13362,4464,0,6.0741735,109.586426
13363,4464,1,6.7509027,109.44614
13364,4464,2,16.457783,90.89424
13365,4465,0,23.580025,132.29755
13366,4465,1,4.01338,120.842926
13367,4465,2,40.75106,112.39006
13368,4466,0,6.707963,115.776085
13369,4466,1,6.7264504,121.24954
13370,4466,2,9.212997,86.99159
13371,4467,0,9.262159,98.77618
13372,4467,1,22.054758,126.92977
13373,4467,2,8.300146,101.99243
13374,4468,0,14.1611595,126.6636
13375,4468,1,15.257828,125.64269
13376,4468,2,11.415138,146.08388
13377,4469,0,36.232063,128.82367
13378,4469,1,15.754161,134.36668
13379,4469,2,7.9488072,116.728134
13380,4470,0,57.858383,134.64566
13381,4470,1,10.234457,122.24485
13382,4470,2,93.63785,117.09596
13383,4471,0,9.499526,102.82321
13384,4471,1,9.761428,103.10858
13385,4471,2,8.995722,111.27308
13386,4472,0,9.331082,123.278854
13387,4472,1,9.0478115,139.38712
13388,4472,2,41.094006,81.10935
13389,4473,0,20.516533,100.936935
13390,4473,1,24.852686,130.19405
13391,4473,2,7.092912,121.57327
13392,4474,0,12.544388,131.7948
13393,4474,1,76.62691,111.82026
13394,4474,2,13.14622,104.57338
13395,4475,0,13.23595,130.75575
13396,4475,1,13.438426,101.18323
13397,4475,2,33.09573,129.12288
13398,4476,0,79.17076,126.84137
13399,4476,1,33.43368,107.90236
13400,4476,2,35.59998,125.7811
13401,4477,0,10.946609,119.66066
13402,4477,1,28.07054,102.16521
13403,4477,2,87.69441,113.628456
13404,4478,0,26.689392,122.15619
13405,4478,1,14.16387,105.21845
13406,4478,2,13.4020405,124.54694
13407,4479,0,38.66169,128.00119
13408,4479,1,25.239868,99.3173
13409,4479,2,31.860434,123.33685
13410,4480,0,60.711147,101.10671
13411,4480,1,8.277046,106.11432
13412,4480,2,24.018547,126.36599
13413,4481,0,16.28844,130.79752
13414,4481,1,49.522385,129.7963
13415,4481,2,50.790253,94.02588
13416,4482,0,27.773994,137.08908
13417,4482,1,10.407926,131.3316
13418,4482,2,18.703777,80.52437
13419,4483,0,9.443567,89.00718
13420,4483,1,71.61292,77.23532
13421,4483,2,15.098394,100.54833
13422,4484,0,81.27782,116.71779
13423,4484,1,43.5419,115.7085
13424,4484,2,8.989702,138.56447
13425,4485,0,31.998959,152.44502
13426,4485,1,13.624481,106.92877
13427,4485,2,13.400368,117.23252
13428,4486,0,12.920963,124.760284
13429,4486,1,12.063632,108.90567
13430,4486,2,33.062862,115.283035
13431,4487,0,129.75607,104.408875
13432,4487,1,62.029804,135.38483
13433,4487,2,67.419426,110.9475
13434,4488,0,69.032074,121.15617
13435,4488,1,9.924586,106.9009
13436,4488,2,9.469654,110.40258
13437,4489,0,9.966394,112.38681
13438,4489,1,38.066814,90.61746
13439,4489,2,25.402393,84.39395
13440,4490,0,6.2732673,165.98991
13441,4490,1,19.47327,111.08585
13442,4490,2,6.9379683,112.32135
13443,4491,0,10.540579,123.332794
13444,4491,1,82.69821,101.59551
13445,4491,2,32.518993,115.914536
13446,4492,0,42.021282,136.43112
13447,4492,1,10.632777,130.56586
13448,4492,2,20.497555,87.32929
13449,4493,0,10.761169,136.16708
13450,4493,1,19.564514,123.30724
13451,4493,2,79.65124,140.88962
13452,4494,0,25.752827,147.26903
13453,4494,1,10.143621,104.51697
13454,4494,2,12.941914,130.1711
13455,4495,0,17.710323,106.24018
13456,4495,1,57.121803,94.533745
13457,4495,2,7.2477636,120.877426
13458,4496,0,15.84288,140.84822
13459,4496,1,101.723366,80.863525
13460,4496,2,17.044666,104.655045
13461,4497,0,13.419844,109.225266
13462,4497,1,8.782964,124.4179
13463,4497,2,21.78304,109.60302
13464,4498,0,34.3308,115.14327
13465,4498,1,48.90889,93.75815
13466,4498,2,4.8041115,125.37547
13467,4499,0,60.959946,113.377266
13468,4499,1,33.344307,129.96335
13469,4499,2,7.544202,92.51737
13470,4500,0,8.455512,84.307236
13471,4500,1,20.697542,87.72703
13472,4500,2,11.456159,114.67927
13473,4501,0,84.96262,119.93732
13474,4501,1,6.9385047,99.045265
13475,4501,2,10.785589,117.78181
13476,4502,0,1152.862,142.6535
13477,4502,1,48.591145,92.04219
13478,4502,2,34.569412,121.060425
13479,4503,0,26.211803,145.92903
13480,4503,1,11.176043,93.55811
13481,4503,2,24.172834,134.65715
13482,4504,0,43.007668,135.88127
13483,4504,1,10.955189,139.64784
13484,4504,2,10.077236,91.069984
13485,4505,0,58.569363,115.032745
13486,4505,1,14.019588,96.963196
13487,4505,2,10.4756155,137.1187
13488,4506,0,17.294952,109.3609
13489,4506,1,50.92253,105.49533
13490,4506,2,36.090813,121.141495
13491,4507,0,259.35376,104.74498
13492,4507,1,19.047203,87.21891
13493,4507,2,28.554842,110.19621
13494,4508,0,30.947823,97.78429
13495,4508,1,37.501305,110.8665
13496,4508,2,15.28254,149.28789
13497,4509,0,116.74541,108.79701
13498,4509,1,145.28627,120.7322
13499,4509,2,7.1400557,107.67945
13500,4510,0,48.465744,102.89171
13501,4510,1,21.63756,161.29524
13502,4510,2,10.639519,124.20708
13503,4511,0,134.52875,102.35518
13504,4511,1,28.035223,127.26114
13505,4511,2,46.026836,131.57231
13506,4512,0,73.906525,125.28088
13507,4512,1,17.20117,136.91264
13508,4512,2,33.19332,135.88597
13509,4513,0,7.6449957,132.93422
13510,4513,1,6.7513905,118.95835
13511,4513,2,6.9250927,126.81744
13512,4514,0,61.531593,138.85225
13513,4514,1,16.313452,103.45599
13514,4514,2,30.99423,116.30277
13515,4515,0,5.407349,114.45094
13516,4515,1,5.608114,116.69577
13517,4515,2,12.661879,92.18486
13518,4516,0,26.458359,138.6209
13519,4516,1,6.438188,112.46514
13520,4516,2,11.68581,122.21779
13521,4517,0,61.2287,119.93306
13522,4517,1,14.885386,101.92249
13523,4517,2,11.868995,118.238945
13524,4518,0,61.303238,141.21382
13525,4518,1,224.32303,128.66856
13526,4518,2,22.247108,156.42908
13527,4519,0,25.293018,98.07381
13528,4519,1,8.447045,126.22634
13529,4519,2,21.925533,128.82895
13530,4520,0,21.541136,153.65553
13531,4520,1,7.914872,149.11414
13532,4520,2,100.70173,116.45865
13533,4521,0,72.60181,137.76126
13534,4521,1,7.4772887,116.22182
13535,4521,2,11.292006,109.19731
13536,4522,0,16.725887,140.60313
13537,4522,1,27.270401,100.17781
13538,4522,2,21.558846,110.36882
13539,4523,0,210.28705,129.3652
13540,4523,1,22.39523,101.90657
13541,4523,2,21.933918,123.26285
13542,4524,0,11.094061,117.91594
13543,4524,1,24.046318,125.4276
13544,4524,2,28.408682,125.12945
13545,4525,0,21.94413,111.70863
13546,4525,1,18.53479,122.27157
13547,4525,2,12.361277,110.93858
13548,4526,0,17.075115,134.20541
13549,4526,1,14.272812,118.50991
13550,4526,2,20.464907,135.96912
13551,4527,0,38.08628,149.384
13552,4527,1,47.547867,90.48564
13553,4527,2,11.653282,108.03966
13554,4528,0,572.4239,154.08733
13555,4528,1,29.745094,125.2497
13556,4528,2,31.94108,106.238846
13557,4529,0,18.272158,140.04118
13558,4529,1,21.267643,114.52908
13559,4529,2,98.773544,114.894226
13560,4530,0,32.34027,110.26103
13561,4530,1,30.283098,110.78279
13562,4530,2,52.032005,132.88255
13563,4531,0,48.597233,121.22911
13564,4531,1,31.562057,129.40071
13565,4531,2,6.1856766,123.19833
13566,4532,0,166.51273,108.1254
13567,4532,1,34.08255,131.3615
13568,4532,2,50.750206,92.569016
13569,4533,0,7.578573,149.62102
13570,4533,1,8.604844,113.97499
13571,4533,2,51.63763,120.156876
13572,4534,0,23.257706,106.454865
13573,4534,1,13.361103,122.97961
13574,4534,2,14.508709,136.05328
13575,4535,0,14.9733925,95.78465
13576,4535,1,9.808113,127.478355
13577,4535,2,17.008934,112.05661
13578,4536,0,45.546566,104.28428
13579,4536,1,60.291656,121.822266
13580,4536,2,22.484201,69.87489
13581,4537,0,79.612816,118.830536
13582,4537,1,4.311853,120.131905
13583,4537,2,4.4181576,99.77723
13584,4538,0,33.340004,126.68968
13585,4538,1,96.237335,98.958664
13586,4538,2,48.897823,97.73247
13587,4539,0,92.873344,119.709755
13588,4539,1,28.444954,109.99085
13589,4539,2,120.500015,97.29055
13590,4540,0,94.80255,97.257965
13591,4540,1,8.916853,112.80293
13592,4540,2,26.36562,100.05607
13593,4541,0,31.56387,100.1599
13594,4541,1,9.215244,95.46388
13595,4541,2,22.178717,127.35627
13596,4542,0,129.08298,118.0222
13597,4542,1,13.115168,106.45443
13598,4542,2,16.496819,96.296196
13599,4543,0,10.382159,134.29697
13600,4543,1,12.845403,129.51723
13601,4543,2,22.004402,143.45192
13602,4544,0,66.85802,127.32805
13603,4544,1,116.44982,135.3929
13604,4544,2,15.61474,117.24581
13605,4545,0,16.05464,131.70636
13606,4545,1,8.930643,106.48259
13607,4545,2,35.46797,121.50748
13608,4546,0,57.98117,106.746254
13609,4546,1,89.17681,117.78793
13610,4546,2,45.079197,119.42135
13611,4547,0,11.093756,117.0989
13612,4547,1,12.532381,126.183525
13613,4547,2,41.730682,123.98176
13614,4548,0,61.91586,119.19742
13615,4548,1,61.0245,102.324974
13616,4548,2,12.2766285,114.33771
13617,4549,0,109.2364,124.803185
13618,4549,1,10.411231,142.85262
13619,4549,2,18.014488,108.310646
13620,4550,0,70.92252,117.66422
13621,4550,1,20.697708,115.06546
13622,4550,2,9.419812,149.1586
13623,4551,0,44.21329,97.83126
13624,4551,1,9.833191,107.71489
13625,4551,2,10.839392,135.231
13626,4552,0,11.664133,117.86019
13627,4552,1,18.05436,89.36272
13628,4552,2,11.019367,149.15208
13629,4553,0,6.63284,122.11741
13630,4553,1,16.464691,85.827324
13631,4553,2,21.164186,140.28952
13632,4554,0,23.251541,124.056145
13633,4554,1,10.891239,127.48675
13634,4554,2,8.811556,116.29868
13635,4555,0,92.97924,94.251884
13636,4555,1,7.8541875,114.8132
13637,4555,2,83.14288,85.0308
13638,4556,0,95.22224,100.86479
13639,4556,1,10.408308,113.02519
13640,4556,2,74.35242,129.20924
13641,4557,0,32.332596,134.10275
13642,4557,1,32.854164,97.27532
13643,4557,2,242.26917,105.30496
13644,4558,0,55.08837,119.979706
13645,4558,1,11.435243,136.72531
13646,4558,2,13.14629,92.76893
13647,4559,0,7.791195,103.33435
13648,4559,1,7.308378,127.771545
13649,4559,2,11.451063,108.64332
13650,4560,0,10.7535305,146.58897
13651,4560,1,12.573679,109.068474
13652,4560,2,38.552265,128.62587
13653,4561,0,88.3409,116.16702
13654,4561,1,96.61122,120.9498
13655,4561,2,8.887457,98.10762
13656,4562,0,5.5666885,152.39677
13657,4562,1,6.051675,115.06334
13658,4562,2,18.610184,109.08157
13659,4563,0,32.16288,128.82155
13660,4563,1,6.9008794,145.54547
13661,4563,2,37.868088,105.954895
13662,4564,0,23.436077,148.3932
13663,4564,1,13.069677,126.14068
13664,4564,2,94.79483,148.58655
13665,4565,0,9.76301,164.80869
13666,4565,1,31.438251,115.92571
13667,4565,2,105.70935,85.96153
13668,4566,0,11.702997,130.80159
13669,4566,1,17.84373,119.14257
13670,4566,2,14.388365,128.17754
13671,4567,0,30.249832,114.72344
13672,4567,1,105.4129,116.69801
13673,4567,2,17.419674,119.404526
13674,4568,0,13.139582,146.30977
13675,4568,1,4.725021,138.71278
